Timestamp	Type	Process	Thread	Subsystem	Category	Message	
01:29.741.052	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:04D66527-4CC9-4DBD-AA0D-5D16F84C0CC3] ['Browser Engine helper assertion targeting pid 495'] [33-425-710]	
01:29.741.092	Debug	audiomxd (104)	_dispatch_workloop_worker_thread  0x2845	com.apple.runningboard	process	Decoded RBSProcessHandle with IPC ID ff3e62b000001a7	
01:29.741.161	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Taking assertion for pid 494'] [33-425-706]	
01:29.741.170	Debug	audiomxd (104)	_dispatch_workloop_worker_thread  0x2845	com.apple.runningboard	process	Decoded RBSProcessHandle with IPC ID 15c6179400000191	
01:29.741.242	Debug	audiomxd (104)	_dispatch_workloop_worker_thread  0x2845	com.apple.runningboard	process	Decoded RBSProcessHandle with IPC ID 51f71e100000061	
01:29.741.306	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['WebKit UIProcess background task'] [33-425-651]	
01:29.741.336	Default	audiomxd (104)	start_wqthread  0x2852	com.apple.coreaudio	aqme	AQMEIO_HAL.cpp:2,625 aqmeio@0xc6b4cd400, device 151 (VirtualAudioDevice_Hawking), AudioDeviceStart (err 0)	
01:29.741.383	Debug	audiomxd (104)	_dispatch_workloop_worker_thread  0x2855	com.apple.coreaudio	aqme	AQMEIO_HAL.cpp:3,469 aqmeio@0xc6b4cd400 IsRunning 1	
01:29.741.467	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Browser Engine helper assertion targeting pid 494'] [33-425-708]	
01:29.741.486	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:CB4AABDE-C5A3-47D1-93A6-D79BE33AE015] ['Browser Engine helper assertion targeting pid 481'] [33-425-667]	
01:29.741.497	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.zumobi.msnbc-default" to 431<BERenderingVisibilitySink>'] [33-425-705]	
01:29.741.579	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:CB4AABDE-C5A3-47D1-93A6-D79BE33AE015] ['Browser Engine helper assertion targeting pid 481'] [33-425-723]	
01:29.741.585	Default	audiomxd (104)	_dispatch_workloop_worker_thread  0x1d4f	com.apple.coreaudio	va_vadevc	VirtualAudio_IONotificationManager.cpp:184 UpdateAndNotify() - need to notify I/O state = 1 new I/O running state = 2 previous I/O running state = 1	
01:29.741.614	Default	audiomxd (104)	_dispatch_workloop_worker_thread  0x1d4f	com.apple.coreaudio	va_vadevc	VirtualAudio_IONotificationManager.cpp:192 Sending notification "com.apple.coreaudio.IORunning" of I/O running state 2 forced notification = 0	
01:29.741.620	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['RB Underlying Assertion'] [33-33-406]	
01:29.741.641	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:C5237CF2-0B63-45BC-88F4-5CC57F0F0F2C] ['Browser Engine helper assertion targeting pid 433'] [33-425-655]	
01:29.741.654	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.Networking([app<com.zumobi.msnbc((null))>:425])>{vt hash: 114736818}[uuid:7CC3D832-B556-4FAF-B060-EE90167F5E84] ['Browser Engine helper assertion targeting pid 434'] [33-425-656]	
01:29.741.664	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['CMPhoto pool cleanup timer'] [33-425-676]	
01:29.741.673	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['Browser Engine helper assertion targeting pid 431'] [33-425-657]	
01:29.741.735	Info	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:04D66527-4CC9-4DBD-AA0D-5D16F84C0CC3] is now targeted by 1 assertions	
01:29.741.772	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 425 ['Browser Engine helper assertion targeting pid 495'] [33-425-710]	
01:29.741.795	Debug	audiomxd (104)	caulk::concurrent::details::worker_thread::run  0x96a	com.apple.coreaudio	AMCP	149,779 HALS_IOContext_Legacy_Impl.cpp:1,937 Completed HALS_IOContext_Legacy_Impl::IOWorkLoopInit - 0	
01:29.741.821	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Now tracking 77 assertions (425 holds 17).	
01:29.741.877	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Removing assertion 33-425-664 on [xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594]:431](BERenderingVisibilitySink)	
01:29.741.898	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['com.apple.CFNetwork.StorageDB'] [33-425-694]	
01:29.741.951	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:A942B3F0-23FE-431B-974E-518EA16A0BE7] ['Browser Engine helper assertion targeting pid 489'] [33-425-690]	
01:29.742.004	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:48C17277-32D3-49C8-9C0D-B469C83E4DDF] ['Browser Engine helper assertion targeting pid 430'] [33-425-491]	
01:29.742.040	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.zumobi.msnbc-default" to 431<BERenderingVisibilitySink>'] [33-425-704]	
01:29.742.083	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Browser Engine helper assertion targeting pid 494'] [33-425-707]	
01:29.742.106	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:04D66527-4CC9-4DBD-AA0D-5D16F84C0CC3] ['Browser Engine helper assertion targeting pid 495'] [33-425-710]	
01:29.742.125	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Taking assertion for pid 494'] [33-425-706]	
01:29.742.149	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['WebKit UIProcess background task'] [33-425-651]	
01:29.742.184	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Browser Engine helper assertion targeting pid 494'] [33-425-708]	
01:29.742.204	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:CB4AABDE-C5A3-47D1-93A6-D79BE33AE015] ['Browser Engine helper assertion targeting pid 481'] [33-425-667]	
01:29.742.230	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.zumobi.msnbc-default" to 431<BERenderingVisibilitySink>'] [33-425-705]	
01:29.742.250	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:CB4AABDE-C5A3-47D1-93A6-D79BE33AE015] ['Browser Engine helper assertion targeting pid 481'] [33-425-723]	
01:29.742.270	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['RB Underlying Assertion'] [33-33-406]	
01:29.742.289	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:C5237CF2-0B63-45BC-88F4-5CC57F0F0F2C] ['Browser Engine helper assertion targeting pid 433'] [33-425-655]	
01:29.742.308	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.Networking([app<com.zumobi.msnbc((null))>:425])>{vt hash: 114736818}[uuid:7CC3D832-B556-4FAF-B060-EE90167F5E84] ['Browser Engine helper assertion targeting pid 434'] [33-425-656]	
01:29.742.328	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['CMPhoto pool cleanup timer'] [33-425-676]	
01:29.742.352	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['Browser Engine helper assertion targeting pid 431'] [33-425-657]	
01:29.742.372	Info	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] is now targeted by 3 assertions	
01:29.742.397	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 425 ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.zumobi.msnbc-default" to 431<BERenderingVisibilitySink>'] [33-425-704]	
01:29.742.416	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 425 ['Browser Engine helper assertion targeting pid 431'] [33-425-657]	
01:29.742.435	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 425 ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.zumobi.msnbc-default" to 431<BERenderingVisibilitySink>'] [33-425-705]	
01:29.742.456	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Now tracking 76 assertions (34 holds 21).	
01:29.742.476	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Removing assertion 33-34-712 on [osservice<com.apple.MediaRemoteUI>:493]	
01:29.742.512	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.apple.mobilecal(9123D57A-D0E6-47C6-938F-C289AA99CB36)> ['com.apple.frontboard.after-life.interrupted'] [33-34-546]	
01:29.742.549	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> osservice<com.apple.SpringBoard> ['injecting inherited from "UIRootWindow:0x52021c000" to 34<UIScene:com.apple.frontboard.systemappservices/FBSceneManager:com.apple.springboard>'] [33-34-8]	
01:29.742.569	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> osservice<com.apple.SpringBoard> ['creating 34<UIRootWindow:0x52024d400> visibility'] [33-34-10]	
01:29.742.589	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> osservice<com.apple.SpringBoard> ['injecting inherited from "UIRootWindow:0x52021c000" to 34<UIScene:com.apple.frontboard.systemappservices/FBSceneManager:SuperHighLevelSystemAperture>'] [33-34-13]	
01:29.742.622	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.apple.Spotlight((null))> ['com.apple.frontboard.after-life.subordinate'] [33-34-180]	
01:29.742.641	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:com.apple.springboard" to 425<UIScene:com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.zumobi.msnbc-default>'] [33-34-660]	
01:29.742.661	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.MercuryPoster([osservice<com.apple.SpringBoard>:34])>{vt hash: 126936722}[uuid:00000000-0000-0000-0000-000000000001] ['FBWorkspace (ForegroundSuspended)'] [33-34-285]	
01:29.742.682	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.MercuryPoster([osservice<com.apple.SpringBoard>:34])>{vt hash: 126936722}[uuid:00000000-0000-0000-0000-000000000001] ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:com.apple.springboard" to 266<UIScene:com.apple.frontboard.systemappservices/PosterKit:85C007C6-48BF-41FC-8BB3-3145267844FF>'] [33-34-75]	
01:29.742.703	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> osservice<com.apple.MediaRemoteUI> ['FBApplicationProcess'] [33-34-701]	
01:29.742.722	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> osservice<com.apple.SpringBoard> ['injecting inherited from "UIRootWindow:0x52021c000" to 34<UIScene:com.apple.frontboard.systemappservices/FBSceneManager:SystemAperture>'] [33-34-12]	
01:29.742.820	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.apple.chrono.WidgetRenderer-Default((null))> ['com.apple.frontboard.after-life.subordinate'] [33-34-43]	
01:29.742.829	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['com.apple.UIKit.KeyboardManagement.message'] [33-34-715]	
01:29.742.839	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.r3studio.monoproxy((null))> ['com.apple.frontboard.after-life.interrupted'] [33-34-468]	
01:29.742.850	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.MercuryPoster([osservice<com.apple.SpringBoard>:34])>{vt hash: 126936722}[uuid:00000000-0000-0000-0000-000000000001] ['<MercuryPoster: 0x1fabc5600; 3145267844FF>'] [33-34-47]	
01:29.742.860	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> osservice<com.apple.SpringBoard> ['RB Underlying Assertion'] [33-33-1]	
01:29.742.870	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> osservice<com.apple.SpringBoard> ['creating 34<UIRootWindow:0x52021c000> visibility'] [33-34-7]	
01:29.742.881	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> osservice<com.apple.SpringBoard> ['FBSystemShell'] [33-34-4]	
01:29.742.891	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.MercuryPoster([osservice<com.apple.SpringBoard>:34])>{vt hash: 126936722}[uuid:00000000-0000-0000-0000-000000000001] ['com.apple.frontboard.after-life.subordinate'] [33-34-48]	
01:29.742.902	Debug	mediaremoted (38)	_dispatch_workloop_worker_thread  0x233f	com.apple.defaults	User Defaults	CFPrefsPlistSource<0xd3e471880> (Domain: com.apple.mediaremote, User: kCFPreferencesCurrentUser, ByHost: No, Container: (null), Contents Need Refresh: No) skipping setting already-present value for key SystemEndpointRecentlyDismissedRecommendations	
01:29.742.922	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['com.apple.frontboard.after-life.interrupted'] [33-34-407]	
01:29.742.945	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.MercuryPoster([osservice<com.apple.SpringBoard>:34])>{vt hash: 126936722}[uuid:00000000-0000-0000-0000-000000000001] ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:com.apple.springboard" to 266<UIScene:com.apple.frontboard.systemappservices/PosterKit:85C007C6-48BF-41FC-8BB3-3145267844FF>'] [33-34-74]	
01:29.742.964	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['FBWorkspace (ForegroundFocal)'] [33-34-650]	
01:29.742.984	Info	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	osservice<com.apple.MediaRemoteUI> is now targeted by 5 assertions	
01:29.743.006	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 34 ['MediaRemoteUIProcessElectedPlayerChange'] [33-38-717]	
01:29.743.032	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 34 ['MediaRemote UI pre-suspend cleanup.'] [33-493-713]	
01:29.743.041	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 34 ['FBApplicationProcess'] [33-34-701]	
01:29.743.051	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 34 ['Shared Background Assertion 0 for com.apple.MediaRemoteUI'] [33-493-703]	
01:29.743.087	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 34 ['MediaRemoteUIProcessElectedPlayerIsPlayingChange'] [33-38-716]	
01:29.743.143	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Now tracking 75 assertions (493 holds 1).	
01:29.743.164	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Removing assertion 33-493-713 on [osservice<com.apple.MediaRemoteUI>:493]	
01:29.743.183	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> osservice<com.apple.MediaRemoteUI> ['Shared Background Assertion 0 for com.apple.MediaRemoteUI'] [33-493-703]	
01:29.743.202	Info	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	osservice<com.apple.MediaRemoteUI> is now targeted by 4 assertions	
01:29.743.222	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 493 ['MediaRemoteUIProcessElectedPlayerChange'] [33-38-717]	
01:29.743.241	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 493 ['FBApplicationProcess'] [33-34-701]	
01:29.743.267	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 493 ['Shared Background Assertion 0 for com.apple.MediaRemoteUI'] [33-493-703]	
01:29.743.286	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> 493 ['MediaRemoteUIProcessElectedPlayerIsPlayingChange'] [33-38-716]	
01:29.743.306	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Now tracking 74 assertions (425 holds 16).	
01:29.743.325	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	Removing assertion 33-425-710 on [xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:04D66527-4CC9-4DBD-AA0D-5D16F84C0CC3]:495]	
01:29.743.345	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['com.apple.CFNetwork.StorageDB'] [33-425-694]	
01:29.743.364	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:A942B3F0-23FE-431B-974E-518EA16A0BE7] ['Browser Engine helper assertion targeting pid 489'] [33-425-690]	
01:29.743.386	Debug	mediaremoted (38)	_dispatch_workloop_worker_thread  0x233f	com.apple.amp.mediaremote	MediaRemote	[SystemEndpointController] Updating activeEndpointInfo <private>	
01:29.743.398	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:48C17277-32D3-49C8-9C0D-B469C83E4DDF] ['Browser Engine helper assertion targeting pid 430'] [33-425-491]	
01:29.743.418	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.zumobi.msnbc-default" to 431<BERenderingVisibilitySink>'] [33-425-704]	
01:29.743.523	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Browser Engine helper assertion targeting pid 494'] [33-425-707]	
01:29.743.536	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Taking assertion for pid 494'] [33-425-706]	
01:29.743.545	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['WebKit UIProcess background task'] [33-425-651]	
01:29.743.555	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:FB3DE72B-B0B4-4310-BC05-4EEDB1A64B69] ['Browser Engine helper assertion targeting pid 494'] [33-425-708]	
01:29.743.565	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:CB4AABDE-C5A3-47D1-93A6-D79BE33AE015] ['Browser Engine helper assertion targeting pid 481'] [33-425-667]	
01:29.743.574	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.GPU([app<com.zumobi.msnbc((null))>:425])>{vt hash: 223737757}[uuid:A1AB06B4-FFA6-4AB1-A2D3-FF8739652594] ['injecting inherited from "UIScene:com.apple.frontboard.systemappservices/FBSceneManager:sceneID%3Acom.zumobi.msnbc-default" to 431<BERenderingVisibilitySink>'] [33-425-705]	
01:29.743.584	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:CB4AABDE-C5A3-47D1-93A6-D79BE33AE015] ['Browser Engine helper assertion targeting pid 481'] [33-425-723]	
01:29.743.616	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> app<com.zumobi.msnbc((null))> ['RB Underlying Assertion'] [33-33-406]	
01:29.743.625	Debug	DTServiceHub (385)	_dispatch_workloop_worker_thread  0x1791	DVTInstrumentsFoundation	Default	Encoding a RESET command	
01:29.743.644	Debug	runningboardd (33)	_dispatch_workloop_worker_thread  0x1e4b	com.apple.runningboard	assertion	> xpcservice<com.apple.WebKit.WebContent([app<com.zumobi.msnbc((null))>:425])>{vt hash: 71395982}[uuid:C5237CF2-0B63-45BC-88F4-5CC57F0F0F2C] ['Browser Engine helper assertion targeting pid 433'] [33-425-655]	
